"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
65,"1","2025-10-26T10:25:53.396939Z",65,"/data/upload/1/3da3e0e9-IMG_0168.jpg","[{""x"":0,""y"":35.55018137847635,""width"":59.11594787048228,""height"":34.22007255139052,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":51.59209995969366,""y"":31.68077388149939,""width"":43.853284965739576,""height"":24.425634824667437,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":48.36759371221284,""y"":58.40386940749697,""width"":42.348515383581855,""height"":26.118500604594924,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",329.09900000000005,"2025-11-02T10:12:25.430072Z"
66,"1","2025-10-26T10:26:36.891001Z",66,"/data/upload/1/41864a71-IMG_0169.jpg","[{""x"":19.347037484885124,""y"":49.8186215235792,""width"":52.881902458686014,""height"":32.40628778718258,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":23.21644498186215,""y"":17.89600967351874,""width"":51.80706704285901,""height"":22.73276904474001,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",77.673,"2025-11-02T10:13:01.886788Z"
67,"1","2025-10-26T10:27:51.230522Z",67,"/data/upload/1/5d920e3a-IMG_0170.jpg","[{""x"":21.066774150208246,""y"":49.69770253929866,""width"":54.38667204084372,""height"":31.197097944377276,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":26.440951229343007,""y"":18.98428053204353,""width"":52.66693537552065,""height"":22.73276904473998,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",110.327,"2025-11-02T10:13:39.988506Z"
68,"1","2025-10-26T10:28:47.870056Z",68,"/data/upload/1/f50275cf-IMG_0171.jpg","[{""x"":0.859868332661561,""y"":39.66142684401447,""width"":43.20838371624344,""height"":24.304715840386965,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":55.03157329033991,""y"":44.13542926239419,""width"":42.13354830041646,""height"":17.170495767835547,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",100.404,"2025-11-02T10:14:28.099131Z"
69,"1","2025-10-26T10:30:01.597448Z",69,"/data/upload/1/c1bb34ea-IMG_0172.jpg","[{""x"":0,""y"":35.3083434099153,""width"":44.068252048905,""height"":24.667472793228537,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":49.65739621120516,""y"":40.3869407496977,""width"":44.498186215235805,""height"":23.216444981862164,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",120.68700000000001,"2025-11-02T10:15:18.323944Z"
70,"1","2025-10-26T10:31:10.656215Z",70,"/data/upload/1/3e231dd2-IMG_0173.jpg","[{""x"":18.272202069058167,""y"":50.423216444981854,""width"":50.30229746070134,""height"":29.625151148730293,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":28.160687894666125,""y"":17.29141475211608,""width"":47.077791213220465,""height"":29.62515114873034,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",96.768,"2025-11-02T10:15:48.282136Z"
71,"1","2025-10-26T10:32:00.886575Z",71,"/data/upload/1/468ae81d-IMG_0174.jpg","[{""x"":27.085852478839172,""y"":9.673518742442562,""width"":54.816606207174516,""height"":34.09915356711004,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":17.41233373639661,""y"":56.22732769044738,""width"":52.451968292355225,""height"":25.030229746070088,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",79.80000000000001,"2025-11-02T10:16:20.861098Z"
72,"1","2025-10-26T10:32:33.956455Z",72,"/data/upload/1/8f7a53dc-IMG_0175.jpg","[{""x"":8.813650409780994,""y"":19.46795646916566,""width"":45.14308746473198,""height"":24.78839177750906,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":52.02203412602445,""y"":42.20072551390564,""width"":43.20838371624342,""height"":18.742442563482506,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",65.297,"2025-11-02T10:16:58.472111Z"
73,"1","2025-10-26T10:34:18.572361Z",73,"/data/upload/1/d71a5805-IMG_0176.jpg","[{""x"":8.598683326615609,""y"":23.700120918984275,""width"":43.42335079940886,""height"":32.164449818621506,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":55.46150745667069,""y"":36.39661426844013,""width"":39.7689103855972,""height"":22.73276904473997,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":30.740292892650828,""y"":58.64570737605804,""width"":29.450490393658463,""height"":22.73276904474003,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",147.374,"2025-11-02T10:17:48.993611Z"
74,"1","2025-10-26T10:37:09.537801Z",74,"/data/upload/1/2cc6c605-IMG_0177.jpg","[{""x"":4.440892098500626e-16,""y"":25.272067714631202,""width"":36.54440413811631,""height"":28.53688029020553,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":41.48864705092032,""y"":36.88029020556227,""width"":33.74983205696624,""height"":20.435308343409854,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":49.01249496170898,""y"":59.49214026602176,""width"":42.563482466747274,""height"":11.124546553808948,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":17.842267902727396,""y"":56.22732769044738,""width"":26.225984146177613,""height"":19.83071342200727,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",247.61599999999999,"2025-11-02T10:19:14.911859Z"
75,"1","2025-10-26T10:39:56.757738Z",75,"/data/upload/1/54a29510-IMG_0178.jpg","[{""x"":1.074835415826952,""y"":37.968561064087076,""width"":46.217922880558895,""height"":19.58887545344619,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":55.03157329033991,""y"":40.507859733978236,""width"":33.749832056966234,""height"":19.830713422007328,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":53.95673787451295,""y"":63.24062877871825,""width"":42.77844954991266,""height"":12.575574365175326,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":26.87088539567377,""y"":59.12938331318017,""width"":26.011017063012204,""height"":19.58887545344619,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",206.608,"2025-11-02T10:20:33.541085Z"
76,"1","2025-10-26T10:43:03.137157Z",76,"/data/upload/1/b060f93a-IMG_0179.jpg","[{""x"":7.093913744457879,""y"":22.97460701330109,""width"":41.27367996775493,""height"":31.197097944377273,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":2.579604997984686,""y"":53.80894800483682,""width"":39.76891038559721,""height"":24.18379685610634,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":45.57302163106274,""y"":56.22732769044738,""width"":49.65739621120513,""height"":13.905683192261165,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":53.74177079134756,""y"":28.657799274486084,""width"":30.095391643154596,""height"":22.37001209189843,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",294.661,"2025-11-02T10:22:26.922908Z"
77,"1","2025-10-26T10:44:59.278606Z",77,"/data/upload/1/3e19b9bd-IMG_0180.jpg","[{""x"":14.617761655246536,""y"":20.798065296251508,""width"":52.022034126024366,""height"":29.262394195888724,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.719736665323122,""y"":49.939540507859725,""width"":36.11446997178557,""height"":19.226118500604592,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":38.90904205293564,""y"":54.89721886336151,""width"":28.375654977831523,""height"":25.27206771463122,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":56.10640870616683,""y"":44.25634824667474,""width"":39.98387746876257,""height"":19.83071342200725,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",190.591,"2025-11-02T10:23:44.088297Z"
78,"1","2025-10-26T10:47:48.484596Z",78,"/data/upload/1/f2c13865-IMG_0181.jpg","[{""x"":44.4981862152358,""y"":52.59975816203143,""width"":52.451968292355225,""height"":31.559854897218827,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":37.834206637108686,""y"":28.053204353083434,""width"":47.07779121322039,""height"":25.7557436517533,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":11.178288324600286,""y"":53.68802902055621,""width"":45.78798871422812,""height"":18.62152357920199,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":4.299341663307805,""y"":32.04353083434099,""width"":32.67499664113928,""height"":21.40266021765412,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",247.92700000000002,"2025-11-02T10:25:25.131878Z"
79,"1","2025-10-26T10:50:09.171742Z",79,"/data/upload/1/8198b7c0-IMG_0182.jpg","[{""x"":58.25607953782076,""y"":19.58887545344619,""width"":40.843745801424106,""height"":31.80169286577992,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.2898024989923416,""y"":62.87787182587665,""width"":52.237001209189756,""height"":28.295042321644363,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":63.41528953379013,""y"":56.711003627569525,""width"":24.076313314523674,""height"":28.657799274486045,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":25.36611581351607,""y"":40.024183796856086,""width"":30.525325809485427,""height"":22.249093107617878,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",196.211,"2025-11-02T10:26:27.516804Z"
80,"1","2025-10-26T10:51:45.050543Z",80,"/data/upload/1/f5cee480-IMG_0183.jpg","[{""x"":3.338549817423057,""y"":29.420970266040687,""width"":31.15979829594852,""height"":22.2222222222222,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712},{""x"":41.48864705092033,""y"":20.193470374848847,""width"":43.63831788257425,""height"":33.01088270858523,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":25.15114873035067,""y"":55.139056831922694,""width"":45.78798871422794,""height"":23.94195888754532,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712}]",137.284,"2025-11-02T10:27:11.381631Z"
81,"1","2025-10-26T10:52:50.826832Z",81,"/data/upload/1/36532913-IMG_0184.jpg","[{""x"":15.023474178403765,""y"":23.787167449139286,""width"":39.22796035472092,""height"":28.482003129890447,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":4.72961224134933,""y"":55.39906103286385,""width"":39.50617283950618,""height"":22.06572769953052,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":45.573021631062744,""y"":59.008464328899635,""width"":49.65739621120517,""height"":13.059250302297446,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.25607953782076,""y"":31.68077388149939,""width"":29.665457476823804,""height"":22.249093107617878,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",129.173,"2025-11-02T10:28:17.076590Z"
82,"1","2025-10-26T10:59:21.372444Z",82,"/data/upload/1/03f6d4c7-IMG_0185.jpg","[{""x"":59.66571776040325,""y"":39.14432507852171,""width"":35.257015040238095,""height"":13.729895280092833,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712},{""x"":6.449012494961708,""y"":28.174123337363966,""width"":51.80706704285899,""height"":22.61185006045943,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":3.224506247480854,""y"":51.99516324062877,""width"":35.89950288862018,""height"":22.853688029020546,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":44.49818621523578,""y"":53.80894800483675,""width"":21.496708316539035,""height"":26.602176541717057,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712}]",371.56500000000005,"2025-11-02T10:29:09.429603Z"
83,"1","2025-10-26T11:01:17.425293Z",83,"/data/upload/1/2c7a14cd-IMG_0186.jpg","[{""x"":19.56200456805052,""y"":60.58041112454654,""width"":51.592099959693684,""height"":29.987908101571954,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":15.907564154238878,""y"":40.870616686819815,""width"":61.9105199516324,""height"":15.477629987908099,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":27.515786645169953,""y"":8.94800483675937,""width"":36.75937122128172,""height"":28.778718258766627,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",182.77499999999998,"2025-11-02T10:30:19.723540Z"
84,"1","2025-10-26T11:03:00.173816Z",84,"/data/upload/1/6bf4e8bc-IMG_0187.jpg","[{""x"":55.18784487876756,""y"":49.136367065692646,""width"":40.982689540149885,""height"":10.010960766655138,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":1.9347037484885126,""y"":42.32164449818621,""width"":47.937659545882035,""height"":19.226118500604592,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":21.711675399704408,""y"":62.99879081015717,""width"":36.114469971785574,""height"":21.402660217654184,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":32.24506247480854,""y"":21.160822249093105,""width"":24.936181647185272,""height"":19.46795646916566,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",148.974,"2025-11-02T10:31:12.580583Z"
85,"1","2025-10-26T11:05:19.460438Z",85,"/data/upload/1/4fb275f6-IMG_0188.jpg","[{""x"":10.26174894658808,""y"":70.62898305303987,""width"":40.37292328432849,""height"":21.85927985775864,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":42.56348246674729,""y"":42.80532043530832,""width"":53.956737874512974,""height"":22.3700120918984,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":16.33749832056966,""y"":39.78234582829505,""width"":22.356576649200584,""height"":28.174123337364037,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":3.869407496977025,""y"":18.863361547763,""width"":39.98387746876253,""height"":18.37968561064085,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",185.607,"2025-11-02T10:32:09.440639Z"
86,"1","2025-10-26T11:09:04.170328Z",86,"/data/upload/1/c080bb9d-IMG_0189.jpg","[{""x"":32.889963724304714,""y"":9.915356711003625,""width"":41.05871288458952,""height"":31.197097944377273,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":30.095391643154638,""y"":74.60701330108824,""width"":42.13354830041649,""height"":25.030229746070116,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":27.300819562004563,""y"":43.0471584038694,""width"":49.22746204487437,""height"":13.422007255139059,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":31.17022705898159,""y"":56.590084643288954,""width"":38.04917372027405,""height"":16.928657799274482,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",285.97700000000003,"2025-11-02T10:33:15.709503Z"
87,"1","2025-10-26T11:14:23.641761Z",87,"/data/upload/1/bf6b7cf2-IMG_0190.jpg","[{""x"":31.170227058981574,""y"":12.454655380894799,""width"":38.26414080343949,""height"":29.262394195888774,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":26.225984146177613,""y"":75.81620314389357,""width"":40.62877871825875,""height"":22.974607013301092,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":22.571543732365974,""y"":44.014510278113654,""width"":46.86282413005501,""height"":11.970979443772656,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":27.085852478839172,""y"":58.04111245465536,""width"":38.479107886604844,""height"":16.20314389359126,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",249.712,"2025-11-02T10:34:28.215264Z"
88,"1","2025-10-26T11:16:21.051976Z",88,"/data/upload/1/c96381e6-IMG_0191.jpg","[{""x"":32.24506247480854,""y"":9.794437726723094,""width"":37.18930538761249,""height"":28.657799274486077,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":29.45049039365847,""y"":75.4534461910519,""width"":38.909042052935625,""height"":22.370012091898424,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":23.861346231358326,""y"":43.89359129383312,""width"":46.21792288055892,""height"":11.850060459492143,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":29.02055622732769,""y"":57.073760580411125,""width"":37.834206637108686,""height"":15.961305925030292,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",207.91199999999998,"2025-11-02T10:36:01.476260Z"
89,"1","2025-10-26T11:19:10.342850Z",89,"/data/upload/1/6b260268-IMG_0192.jpg","[{""x"":51.59209995969366,""y"":26.723095525997575,""width"":46.432889963724335,""height"":28.778718258766638,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.9347037484885126,""y"":48.7303506650544,""width"":41.27367996775493,""height"":23.70012091898434,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":16.33749832056966,""y"":24.78839177750906,""width"":31.600161225312366,""height"":23.700120918984346,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":46.64785704688969,""y"":58.8875453446191,""width"":25.36611581351602,""height"":19.467956469165667,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",233.619,"2025-11-02T10:37:16.843301Z"
90,"1","2025-10-26T11:19:46.709598Z",90,"/data/upload/1/9a094820-IMG_0193.jpg","[{""x"":17.627300819562002,""y"":49.576783555018125,""width"":64.0601907832863,""height"":26.964933494558647,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":34.82466747279322,""y"":19.58887545344619,""width"":36.32943705495096,""height"":27.811366384522383,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",96.386,"2025-11-02T10:38:24.728578Z"
91,"1","2025-10-26T11:21:03.688979Z",91,"/data/upload/1/3963da70-IMG_0194.jpg","[{""x"":31.385194142146972,""y"":37.96856106408705,""width"":63.41528953378997,""height"":34.58282950423208,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":2.5796049979846836,""y"":27.448609431680772,""width"":41.05871288458954,""height"":17.654171704957676,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",125.89699999999999,"2025-11-02T10:39:19.931876Z"
92,"1","2025-10-26T11:29:21.228989Z",92,"/data/upload/1/47729503-IMG_0195.jpg","[{""x"":4.201542753979977,""y"":33.67799113737075,""width"":38.339077630067294,""height"":15.509601181683891,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712},{""x"":43.20838371624345,""y"":33.97823458282951,""width"":53.31183662501672,""height"":36.0338573155986,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712}]",130.977,"2025-11-02T10:39:44.909603Z"
93,"1","2025-10-26T11:30:21.367755Z",93,"/data/upload/1/d9b8494d-IMG_0196.jpg","[{""x"":19.34703748488512,""y"":9.068923821039903,""width"":51.377132876528286,""height"":40.507859733978194,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":26.440951229343,""y"":53.80894800483675,""width"":37.61923955394331,""height"":28.17412333736397,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",88.80199999999999,"2025-11-02T10:40:18.015473Z"
94,"1","2025-10-26T11:32:01.311783Z",94,"/data/upload/1/e7d07d41-IMG_0197.jpg","[{""x"":29.02055622732768,""y"":57.79927448609431,""width"":48.7975278785436,""height"":35.91293833131807,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":29.020556227327692,""y"":40.628778718258765,""width"":59.33091495364773,""height"":16.082224909310792,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":36.75937122128174,""y"":10.036275695284155,""width"":34.82466747279322,""height"":27.448609431680765,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",141.77,"2025-11-02T10:41:05.843255Z"
95,"1","2025-10-26T11:34:13.404394Z",95,"/data/upload/1/a3fb6bed-IMG_0198.jpg","[{""x"":29.02055622732769,""y"":6.166868198307133,""width"":46.43288996372436,""height"":36.759371221281754,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":15.692597071073491,""y"":44.860943168077384,""width"":58.25607953782077,""height"":15.840386940749696,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":30.74029289265081,""y"":65.65900846432886,""width"":33.74983205696627,""height"":27.327690447400226,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",152.561,"2025-11-02T10:41:49.293202Z"
96,"1","2025-10-26T11:35:14.275200Z",96,"/data/upload/1/d1eb8035-IMG_0199.jpg","[{""x"":24.42146725750862,""y"":19.940915805022154,""width"":56.45823075660596,""height"":23.338257016248107,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":4.299341663307806,""y"":43.530834340991525,""width"":31.815128308477775,""height"":23.70012091898429,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712},{""x"":43.20838371624344,""y"":48.12575574365172,""width"":52.666935375520616,""height"":13.422007255139047,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712}]",105.011,"2025-11-02T10:42:41.513082Z"
97,"1","2025-10-26T11:37:49.640048Z",97,"/data/upload/1/16663acb-IMG_0200.jpg","[{""x"":37.18930538761251,""y"":14.752116082224903,""width"":59.11594787048232,""height"":24.30471584038693,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":46.86282413005508,""y"":49.93954050785974,""width"":53.09686954185137,""height"":14.026602176541674,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":6.449012494961711,""y"":43.77267230955258,""width"":32.24506247480852,""height"":22.249093107617888,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",205.656,"2025-11-02T10:43:34.419837Z"
98,"1","2025-10-26T11:39:57.880332Z",98,"/data/upload/1/62fc7003-IMG_0201.jpg","[{""x"":46.21792288055893,""y"":27.569528415961297,""width"":49.22746204487435,""height"":21.039903264812573,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":3.0095391643154628,""y"":29.62515114873034,""width"":36.329437054950965,""height"":19.467956469165646,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":48.15262662904743,""y"":54.41354292623942,""width"":46.432889963724314,""height"":11.850060459492088,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":13.542926239419586,""y"":50.5441354292624,""width"":27.08585247883917,""height"":19.347037484885135,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",191.054,"2025-11-02T10:44:40.075816Z"
99,"1","2025-10-26T11:41:46.946763Z",99,"/data/upload/1/b42cbc74-IMG_0202.jpg","[{""x"":62.96288375237975,""y"":52.800340906399825,""width"":31.673792844884613,""height"":17.960771701767904,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":6.878946661292488,""y"":33.25272067714632,""width"":45.14308746473195,""height"":12.212817412333735,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":59.33091495364772,""y"":31.318016928657787,""width"":26.65591831250838,""height"":19.2261185006046,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712},{""x"":2.5796049979846827,""y"":52.23700120918983,""width"":46.86282413005501,""height"":20.19347037484879,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712}]",144.208,"2025-11-02T10:45:17.663864Z"
100,"1","2025-10-26T11:44:21.455700Z",100,"/data/upload/1/b61729c4-IMG_0203.jpg","[{""x"":46.043262125487026,""y"":18.621523579201934,""width"":53.95673787451292,""height"":27.81136638452231,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":0.4299341663307805,""y"":25.392986698911724,""width"":43.63831788257419,""height"":25.634824667472778,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":44.92812038156656,""y"":48.36759371221282,""width"":39.9838774687626,""height"":24.546553808947998,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":2.794572081150072,""y"":50.78597339782341,""width"":39.124009136101044,""height"":20.072551390568343,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",208.466,"2025-11-02T10:46:16.586123Z"
